scenario,cov_pert,covariate,perturbation,celltype,treatment,n_train_covs,avg_delta_sign_match,clipped_delta_sign_match,mean_pair_sign_match,mean_pair_corr,TranScouter_DMR,DeltaAverage_DMR,TranScouter_MSE,DeltaAverage_MSE,delta_dmr_advantage,trans_dmr_advantage,trans_mse_advantage,delta_dmr_better,trans_dmr_better,delta_mse_better,trans_mse_better
McFaline Seen Perturbation,u87mg+lapatinib_STK25,u87mg+lapatinib,STK25,U87MG,lapatinib,10,0.65,0.65,0.525,0.08668803245321646,0.3,0.35,0.15805050726447645,0.17766020592412682,-0.04999999999999999,0.04999999999999999,0.01960969865965037,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK3,u87mg+lapatinib,STK3,U87MG,lapatinib,9,0.75,0.75,0.5111111111111111,0.05563752968941636,0.25,0.25,0.17205941257217322,0.1872337250482694,0.0,0.0,0.015174312476096186,False,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK31,u87mg+lapatinib,STK31,U87MG,lapatinib,10,0.45,0.45,0.505,0.025408479143723163,0.15,0.55,0.24537560790488033,0.34264665431440644,-0.4,0.4,0.09727104640952611,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK32A,u87mg+lapatinib,STK32A,U87MG,lapatinib,11,0.45,0.45,0.4681818181818182,-0.13558735171017033,0.35,0.55,0.15671085024141046,0.18695311676737109,-0.20000000000000007,0.20000000000000007,0.030242266525960626,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK33,u87mg+lapatinib,STK33,U87MG,lapatinib,8,0.3,0.3,0.41250000000000003,-0.19301511573355876,0.45,0.7,0.15030504559833568,0.17005386253839966,-0.24999999999999994,0.24999999999999994,0.019748816940063973,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK35,u87mg+lapatinib,STK35,U87MG,lapatinib,9,0.55,0.55,0.5,0.09518539175611446,0.2,0.45,0.13478002005263037,0.18879343564728052,-0.25,0.25,0.054013415594650144,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK36,u87mg+lapatinib,STK36,U87MG,lapatinib,8,0.6,0.6,0.53125,0.07364675257090117,0.4,0.4,0.19940458263604413,0.2248943430226283,0.0,0.0,0.02548976038658418,False,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK38,u87mg+lapatinib,STK38,U87MG,lapatinib,8,0.55,0.55,0.5125000000000001,0.060929675279091475,0.5,0.45,0.2320233357518177,0.18120253041742185,0.04999999999999999,-0.04999999999999999,-0.05082080533439584,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_STK38L,u87mg+lapatinib,STK38L,U87MG,lapatinib,7,0.5,0.5,0.5214285714285715,0.03362129860775329,0.3,0.5,0.16540578330545633,0.21225006040470137,-0.2,0.2,0.046844277099245046,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK39,u87mg+lapatinib,STK39,U87MG,lapatinib,8,0.65,0.65,0.4875,0.1306352437778941,0.05,0.35,0.1097732483330132,0.16952700690023165,-0.3,0.3,0.05975375856721844,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK4,u87mg+lapatinib,STK4,U87MG,lapatinib,8,0.5,0.5,0.4625,-0.03682786973040163,0.5,0.5,0.23045010101962612,0.23553697063778029,0.0,0.0,0.005086869618154161,False,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STK40,u87mg+lapatinib,STK40,U87MG,lapatinib,8,0.45,0.45,0.41874999999999996,-0.062333845139009414,0.1,0.55,0.08469582455578879,0.16879883709171747,-0.45000000000000007,0.45000000000000007,0.08410301253592868,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STRADA,u87mg+lapatinib,STRADA,U87MG,lapatinib,9,0.3,0.3,0.4722222222222222,-0.15595542690428893,0.4,0.7,0.16870405092166663,0.23332519001286006,-0.29999999999999993,0.29999999999999993,0.06462113909119344,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_STYK1,u87mg+lapatinib,STYK1,U87MG,lapatinib,7,0.7,0.7,0.5428571428571428,0.05781181285414537,0.25,0.3,0.2763316041227347,0.31377457220315563,-0.04999999999999999,0.04999999999999999,0.03744296808042091,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_SYK,u87mg+lapatinib,SYK,U87MG,lapatinib,10,0.55,0.55,0.51,0.014614590572255521,0.35,0.45,0.11923356576134263,0.11295446559384277,-0.10000000000000003,0.10000000000000003,-0.006279100167499857,False,True,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TAF1,u87mg+lapatinib,TAF1,U87MG,lapatinib,6,0.45,0.45,0.48333333333333334,-0.06066959860278822,0.5,0.55,0.3085863033618847,0.3260452265753332,-0.050000000000000044,0.050000000000000044,0.017458923213448496,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TAF1L,u87mg+lapatinib,TAF1L,U87MG,lapatinib,7,0.4,0.4,0.5357142857142857,0.04846995000262561,0.45,0.6,0.3742612014961175,0.37368844669028956,-0.14999999999999997,0.14999999999999997,-0.0005727548058279686,False,True,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TAOK1,u87mg+lapatinib,TAOK1,U87MG,lapatinib,10,0.5,0.5,0.53,0.35777771653058676,0.5,0.5,0.2044431258473109,0.14897007087056024,0.0,0.0,-0.055473054976750646,False,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TAOK3,u87mg+lapatinib,TAOK3,U87MG,lapatinib,11,0.65,0.65,0.5363636363636363,0.24224358740663876,0.5,0.35,0.12353372011681304,0.09176405637753213,0.15000000000000002,-0.15000000000000002,-0.03176966373928092,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TBCK,u87mg+lapatinib,TBCK,U87MG,lapatinib,7,0.5,0.5,0.5357142857142857,0.08978685027600515,0.25,0.5,0.20537420570033213,0.23673727565086494,-0.25,0.25,0.03136306995053281,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TBK1,u87mg+lapatinib,TBK1,U87MG,lapatinib,9,0.55,0.55,0.5166666666666667,0.09990246134051417,0.35,0.45,0.14003741600874284,0.1843741183107433,-0.10000000000000003,0.10000000000000003,0.04433670230200046,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TEK,u87mg+lapatinib,TEK,U87MG,lapatinib,6,0.5,0.5,0.5,0.0576283886890085,0.7,0.5,0.2748585662096442,0.19206868273492494,0.19999999999999996,-0.19999999999999996,-0.08278988347471927,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TESK1,u87mg+lapatinib,TESK1,U87MG,lapatinib,9,0.5,0.5,0.4722222222222222,0.01984990306083416,0.6,0.5,0.2386506651334995,0.20986722809366118,0.09999999999999998,-0.09999999999999998,-0.028783437039838322,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TESK2,u87mg+lapatinib,TESK2,U87MG,lapatinib,8,0.55,0.55,0.5625,0.08991478524923074,0.5,0.45,0.19334809670909803,0.20110836539435226,0.04999999999999999,-0.04999999999999999,0.007760268685254229,True,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TEX14,u87mg+lapatinib,TEX14,U87MG,lapatinib,10,0.7,0.7,0.55,0.06642806070295058,0.45,0.3,0.21550768173927878,0.14446059421476293,0.15000000000000002,-0.15000000000000002,-0.07104708752451586,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TGFBR1,u87mg+lapatinib,TGFBR1,U87MG,lapatinib,7,0.45,0.45,0.46428571428571436,-0.06302279153005295,0.45,0.55,0.25210450968858317,0.2565329232912226,-0.10000000000000003,0.10000000000000003,0.004428413602639458,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TGFBR2,u87mg+lapatinib,TGFBR2,U87MG,lapatinib,9,0.5,0.5,0.47777777777777775,-0.012302158517956874,0.35,0.5,0.1438791497057588,0.17037458280258505,-0.15000000000000002,0.15000000000000002,0.026495433096826254,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TIE1,u87mg+lapatinib,TIE1,U87MG,lapatinib,8,0.6,0.6,0.5125,0.08457617970986951,0.5,0.4,0.26088535000137014,0.19168765416408434,0.09999999999999998,-0.09999999999999998,-0.0691976958372858,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TLK1,u87mg+lapatinib,TLK1,U87MG,lapatinib,9,0.4,0.4,0.5055555555555555,-0.05300537580222522,0.3,0.6,0.19129561429402556,0.256727921498054,-0.3,0.3,0.06543230720402846,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TNIK,u87mg+lapatinib,TNIK,U87MG,lapatinib,9,0.55,0.55,0.4833333333333333,0.0029043434408420176,0.35,0.45,0.1873610386727495,0.1855677523962378,-0.10000000000000003,0.10000000000000003,-0.0017932862765117075,False,True,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TNK1,u87mg+lapatinib,TNK1,U87MG,lapatinib,10,0.45,0.45,0.5,-0.0108221539231313,0.25,0.55,0.14567907492888893,0.19621815823120256,-0.30000000000000004,0.30000000000000004,0.05053908330231363,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TNK2,u87mg+lapatinib,TNK2,U87MG,lapatinib,9,0.6,0.6,0.49444444444444446,-0.049780041260386806,0.7,0.4,0.22809888796102978,0.132544925110251,0.29999999999999993,-0.29999999999999993,-0.09555396285077877,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TNNI3K,u87mg+lapatinib,TNNI3K,U87MG,lapatinib,7,0.4,0.4,0.4714285714285715,-0.12246263509138189,0.45,0.6,0.3185911862670094,0.3189685956913959,-0.14999999999999997,0.14999999999999997,0.00037740942438652114,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TP53RK,u87mg+lapatinib,TP53RK,U87MG,lapatinib,8,0.45,0.45,0.48124999999999996,-0.01737397004795729,0.55,0.55,0.45609570324079973,0.45075372944494285,0.0,0.0,-0.00534197379585688,False,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TRIB1,u87mg+lapatinib,TRIB1,U87MG,lapatinib,9,0.35,0.35,0.4555555555555555,-0.129745206154725,0.4,0.65,0.15638230733895897,0.18615658682398414,-0.25,0.25,0.029774279485025174,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TRIB2,u87mg+lapatinib,TRIB2,U87MG,lapatinib,10,0.5,0.5,0.5,0.022665663087789684,0.65,0.5,0.24738340574725667,0.15680350291326633,0.15000000000000002,-0.15000000000000002,-0.09057990283399034,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TRIB3,u87mg+lapatinib,TRIB3,U87MG,lapatinib,9,0.45,0.45,0.4222222222222223,-0.07580606255248135,0.6,0.55,0.43893313765923275,0.40518081739225503,0.04999999999999993,-0.04999999999999993,-0.03375232026697772,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TRIM28,u87mg+lapatinib,TRIM28,U87MG,lapatinib,8,0.5,0.5,0.48125000000000007,0.07439691497588777,0.35,0.5,0.1720755578749742,0.2031189145627465,-0.15000000000000002,0.15000000000000002,0.031043356687772306,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TRIM33,u87mg+lapatinib,TRIM33,U87MG,lapatinib,8,0.65,0.65,0.54375,0.22999655307594996,0.1,0.35,0.22527544629431154,0.2722716558023236,-0.24999999999999997,0.24999999999999997,0.04699620950801206,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TRIO,u87mg+lapatinib,TRIO,U87MG,lapatinib,8,0.5,0.5,0.5,0.031219767078700444,0.25,0.5,0.18092771575910516,0.22747328369152267,-0.25,0.25,0.046545567932417514,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TRPM7,u87mg+lapatinib,TRPM7,U87MG,lapatinib,9,0.55,0.55,0.5277777777777778,0.18532624538798934,0.5,0.45,0.2051117712606761,0.18116550761736927,0.04999999999999999,-0.04999999999999999,-0.02394626364330682,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TRRAP,u87mg+lapatinib,TRRAP,U87MG,lapatinib,9,0.5,0.5,0.5111111111111111,0.05859660273302129,0.55,0.5,0.23240823091231272,0.21309632480415633,0.050000000000000044,-0.050000000000000044,-0.01931190610815639,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TSSK1B,u87mg+lapatinib,TSSK1B,U87MG,lapatinib,7,0.6,0.6,0.5285714285714286,0.09039866371642584,0.3,0.4,0.12766256599690545,0.17159457609781661,-0.10000000000000003,0.10000000000000003,0.04393201010091116,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TSSK2,u87mg+lapatinib,TSSK2,U87MG,lapatinib,8,0.45,0.45,0.5,-0.04088634457675697,0.45,0.55,0.23785012529346386,0.21523219849956213,-0.10000000000000003,0.10000000000000003,-0.022617926793901733,False,True,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TSSK4,u87mg+lapatinib,TSSK4,U87MG,lapatinib,7,0.5,0.5,0.48571428571428577,0.011096165393596341,0.2,0.5,0.14180564189213346,0.18121680506916021,-0.3,0.3,0.03941116317702675,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TSSK6,u87mg+lapatinib,TSSK6,U87MG,lapatinib,9,0.55,0.55,0.5000000000000001,0.07631420331906288,0.6,0.45,0.28739406630000885,0.2172840040894512,0.14999999999999997,-0.14999999999999997,-0.07011006221055766,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TTBK1,u87mg+lapatinib,TTBK1,U87MG,lapatinib,10,0.6,0.6,0.505,0.027477449277467536,0.65,0.4,0.27825107791723086,0.18892995114255073,0.25,-0.25,-0.08932112677468013,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TTBK2,u87mg+lapatinib,TTBK2,U87MG,lapatinib,9,0.55,0.55,0.49444444444444446,-0.013261635235419664,0.45,0.45,0.17090330328229558,0.1734761059275429,0.0,0.0,0.002572802645247313,False,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TTN,u87mg+lapatinib,TTN,U87MG,lapatinib,11,0.25,0.25,0.43636363636363634,-0.14969617944006886,0.3,0.75,0.06671301006673787,0.13844627075986576,-0.45,0.45,0.0717332606931279,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TWF2,u87mg+lapatinib,TWF2,U87MG,lapatinib,10,0.35,0.35,0.47000000000000003,-0.08502780733332557,0.55,0.65,0.207047343041933,0.19281653017889994,-0.09999999999999998,0.09999999999999998,-0.014230812863033071,False,True,True,False
McFaline Seen Perturbation,u87mg+lapatinib_TXK,u87mg+lapatinib,TXK,U87MG,lapatinib,11,0.55,0.55,0.5318181818181817,0.01283372129617623,0.25,0.45,0.09171241911507319,0.12013411921236102,-0.2,0.2,0.028421700097287825,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TYK2,u87mg+lapatinib,TYK2,U87MG,lapatinib,8,0.35,0.35,0.48125000000000007,-0.047684805385002776,0.3,0.65,0.19335951097896048,0.26754090021328364,-0.35000000000000003,0.35000000000000003,0.07418138923432316,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_TYRO3,u87mg+lapatinib,TYRO3,U87MG,lapatinib,9,0.45,0.45,0.5055555555555556,-0.05273314782623994,0.6,0.55,0.2442576653292828,0.17544666638632625,0.04999999999999993,-0.04999999999999993,-0.06881099894295656,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_UHMK1,u87mg+lapatinib,UHMK1,U87MG,lapatinib,10,0.55,0.55,0.5449999999999999,0.036326802259025924,0.4,0.45,0.1489815463689796,0.17484310369903383,-0.04999999999999999,0.04999999999999999,0.02586155733005424,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_ULK1,u87mg+lapatinib,ULK1,U87MG,lapatinib,9,0.75,0.75,0.5166666666666667,0.04618234287889278,0.35,0.25,0.2511738253038587,0.25910913827344056,0.09999999999999998,-0.09999999999999998,0.007935312969581887,True,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_ULK3,u87mg+lapatinib,ULK3,U87MG,lapatinib,9,0.55,0.55,0.5666666666666668,0.10660780768273252,0.5,0.45,0.16398171006935164,0.16289263635218115,0.04999999999999999,-0.04999999999999999,-0.0010890737171704856,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_ULK4,u87mg+lapatinib,ULK4,U87MG,lapatinib,7,0.6,0.6,0.5071428571428571,0.10408879532769874,0.35,0.4,0.2252525275857396,0.2957268833290022,-0.050000000000000044,0.050000000000000044,0.0704743557432626,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_VRK1,u87mg+lapatinib,VRK1,U87MG,lapatinib,4,0.45,0.45,0.5125,0.017384576868324095,0.3,0.55,0.30798262826358774,0.3084182814337852,-0.25000000000000006,0.25000000000000006,0.00043565317019744754,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_VRK2,u87mg+lapatinib,VRK2,U87MG,lapatinib,9,0.65,0.65,0.5666666666666668,0.16204547066491715,0.45,0.35,0.2653172741909259,0.18851611760630593,0.10000000000000003,-0.10000000000000003,-0.07680115658461995,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_VRK3,u87mg+lapatinib,VRK3,U87MG,lapatinib,8,0.6,0.6,0.51875,0.04498598152093141,0.4,0.4,0.21990225371739278,0.2370588071238354,0.0,0.0,0.01715655340644262,False,False,False,True
McFaline Seen Perturbation,u87mg+lapatinib_WEE1,u87mg+lapatinib,WEE1,U87MG,lapatinib,7,0.45,0.45,0.4928571428571429,0.0158438224508228,0.1,0.55,0.28059289786292735,0.42937901552252306,-0.45000000000000007,0.45000000000000007,0.1487861176595957,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_WEE2,u87mg+lapatinib,WEE2,U87MG,lapatinib,6,0.4,0.4,0.4833333333333334,-0.009537816382543344,0.25,0.6,0.1841208458364773,0.22900066439744854,-0.35,0.35,0.04487981856097123,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_WNK1,u87mg+lapatinib,WNK1,U87MG,lapatinib,9,0.65,0.65,0.5277777777777778,0.18219715796625463,0.6,0.35,0.22132610257352617,0.1540840205246441,0.25,-0.25,-0.06724208204888207,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_WNK4,u87mg+lapatinib,WNK4,U87MG,lapatinib,9,0.3,0.3,0.4722222222222222,-0.11965512658821992,0.3,0.7,0.17905505793828919,0.18613083374111386,-0.39999999999999997,0.39999999999999997,0.007075775802824674,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_YES1,u87mg+lapatinib,YES1,U87MG,lapatinib,8,0.65,0.65,0.5125,0.04181770716012778,0.4,0.35,0.15441327873859184,0.1313769831014314,0.050000000000000044,-0.050000000000000044,-0.023036295637160448,True,False,True,False
McFaline Seen Perturbation,u87mg+lapatinib_ZAK,u87mg+lapatinib,ZAK,U87MG,lapatinib,9,0.5,0.5,0.5055555555555556,0.1321524706316911,0.3,0.5,0.16562285290020537,0.19798014274511774,-0.2,0.2,0.032357289844912374,False,True,False,True
McFaline Seen Perturbation,u87mg+lapatinib_ZAP70,u87mg+lapatinib,ZAP70,U87MG,lapatinib,9,0.5,0.5,0.5222222222222223,-0.05388083453578537,0.55,0.5,0.1978578812933161,0.17386815953411416,0.050000000000000044,-0.050000000000000044,-0.023989721759201943,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_AATK,u87mg+nintedanib,AATK,U87MG,nintedanib,10,0.65,0.65,0.46499999999999997,0.008364992621623699,0.4,0.35,0.3982089619326247,0.24301996745292218,0.050000000000000044,-0.050000000000000044,-0.15518899447970255,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ABL1,u87mg+nintedanib,ABL1,U87MG,nintedanib,6,0.5,0.5,0.45,-0.08636389811807381,0.35,0.5,0.40471993340455603,0.5058800045133867,-0.15000000000000002,0.15000000000000002,0.10116007110883063,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ABL2,u87mg+nintedanib,ABL2,U87MG,nintedanib,11,0.6,0.6,0.49999999999999994,-0.001782076248966818,0.5,0.4,0.5998084066291545,0.28288415668022643,0.09999999999999998,-0.09999999999999998,-0.31692424994892804,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ACVR1,u87mg+nintedanib,ACVR1,U87MG,nintedanib,8,0.4,0.4,0.5062500000000001,0.02198764004208361,0.4,0.6,0.3544825463566577,0.34650160541818587,-0.19999999999999996,0.19999999999999996,-0.007980940938471848,False,True,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ACVR1B,u87mg+nintedanib,ACVR1B,U87MG,nintedanib,6,0.5,0.5,0.5083333333333334,-0.09404996114568503,0.35,0.5,0.4279534485721143,0.49786081869355375,-0.15000000000000002,0.15000000000000002,0.06990737012143944,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ACVR1C,u87mg+nintedanib,ACVR1C,U87MG,nintedanib,7,0.65,0.65,0.4928571428571429,0.08170555821004201,0.6,0.35,0.8080116224068569,0.4174835326394158,0.25,-0.25,-0.3905280897674411,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ACVR2B,u87mg+nintedanib,ACVR2B,U87MG,nintedanib,8,0.55,0.55,0.5375,0.09472788101860319,0.25,0.45,0.2230490466806514,0.25559972646066437,-0.2,0.2,0.03255067978001297,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ACVRL1,u87mg+nintedanib,ACVRL1,U87MG,nintedanib,10,0.3,0.3,0.42000000000000004,-0.1843805301417112,0.45,0.7,0.2662470777206853,0.3366672362818809,-0.24999999999999994,0.24999999999999994,0.0704201585611956,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ADCK1,u87mg+nintedanib,ADCK1,U87MG,nintedanib,8,0.45,0.45,0.54375,-0.01652894204529754,0.6,0.55,0.41370764486947553,0.33765271564866184,0.04999999999999993,-0.04999999999999993,-0.0760549292208137,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ADCK2,u87mg+nintedanib,ADCK2,U87MG,nintedanib,8,0.45,0.45,0.5125,0.025963103227596578,0.25,0.55,0.2954506003206962,0.2832946102652657,-0.30000000000000004,0.30000000000000004,-0.012155990055430499,False,True,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ADCK3,u87mg+nintedanib,ADCK3,U87MG,nintedanib,7,0.55,0.55,0.5428571428571428,0.056380148985009725,0.4,0.45,0.3300241765559553,0.32102874897636974,-0.04999999999999999,0.04999999999999999,-0.008995427579585547,False,True,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ADCK4,u87mg+nintedanib,ADCK4,U87MG,nintedanib,7,0.55,0.55,0.5142857142857143,0.141204998604271,0.1,0.45,0.5159813271134166,0.5390158285644673,-0.35,0.35,0.023034501451050682,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ADCK5,u87mg+nintedanib,ADCK5,U87MG,nintedanib,7,0.45,0.45,0.3857142857142856,-0.04818537252888388,0.35,0.55,0.5080756575185553,0.3913206912664184,-0.20000000000000007,0.20000000000000007,-0.11675496625213694,False,True,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ADRBK1,u87mg+nintedanib,ADRBK1,U87MG,nintedanib,8,0.55,0.55,0.48125,-0.014188203317245407,0.45,0.45,0.5910349443053321,0.601628648937625,0.0,0.0,0.010593704632292922,False,False,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ADRBK2,u87mg+nintedanib,ADRBK2,U87MG,nintedanib,6,0.6,0.6,0.5166666666666667,0.05123507774302844,0.25,0.4,0.2746488502440102,0.3279999128009252,-0.15000000000000002,0.15000000000000002,0.05335106255691502,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_AKT1,u87mg+nintedanib,AKT1,U87MG,nintedanib,6,0.6,0.6,0.5583333333333333,0.12484451625746244,0.25,0.4,0.3803697140096661,0.39657054632115785,-0.15000000000000002,0.15000000000000002,0.01620083231149172,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_AKT2,u87mg+nintedanib,AKT2,U87MG,nintedanib,8,0.6,0.6,0.46875,0.013187085877861653,0.15,0.4,0.20114573519468756,0.3463224052560462,-0.25,0.25,0.14517667006135862,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_AKT3,u87mg+nintedanib,AKT3,U87MG,nintedanib,6,0.4,0.4,0.46666666666666673,-0.12792321470606824,0.25,0.6,0.3249529001781901,0.47024724857115147,-0.35,0.35,0.14529434839296135,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ALK,u87mg+nintedanib,ALK,U87MG,nintedanib,6,0.45,0.45,0.5,-0.023329730384527642,0.15,0.55,0.3761029196317161,0.48186737420354453,-0.4,0.4,0.10576445457182843,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ALPK2,u87mg+nintedanib,ALPK2,U87MG,nintedanib,5,0.5,0.5,0.53,0.09519398488970392,0.5,0.5,0.6574439902230065,0.5805911926517611,0.0,0.0,-0.07685279757124541,False,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_ALPK3,u87mg+nintedanib,ALPK3,U87MG,nintedanib,7,0.5,0.5,0.4642857142857143,-0.031209873330171223,0.2,0.5,0.19253153384919575,0.2771946295016119,-0.3,0.3,0.08466309565241614,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_AMHR2,u87mg+nintedanib,AMHR2,U87MG,nintedanib,7,0.45,0.45,0.4642857142857143,-0.07756943905764987,0.35,0.55,0.2866745552873807,0.34982080952566647,-0.20000000000000007,0.20000000000000007,0.06314625423828579,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ANKK1,u87mg+nintedanib,ANKK1,U87MG,nintedanib,6,0.7,0.7,0.5916666666666667,0.17567294014551013,0.25,0.3,0.3557418868433557,0.40669468752003474,-0.04999999999999999,0.04999999999999999,0.05095280067667901,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ARAF,u87mg+nintedanib,ARAF,U87MG,nintedanib,9,0.55,0.55,0.5333333333333334,-0.008539870654836907,0.3,0.45,0.3176967156662377,0.3310313885578972,-0.15000000000000002,0.15000000000000002,0.013334672891659516,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ATM,u87mg+nintedanib,ATM,U87MG,nintedanib,7,0.6,0.6,0.5428571428571428,0.08273433763865377,0.3,0.4,0.4482954673704489,0.4971009534982872,-0.10000000000000003,0.10000000000000003,0.048805486127838305,False,True,False,True
McFaline Seen Perturbation,u87mg+nintedanib_ATR,u87mg+nintedanib,ATR,U87MG,nintedanib,6,0.4,0.4,0.43333333333333335,-0.05783506097009413,0.55,0.6,0.83200779930922,0.7183674243059569,-0.04999999999999993,0.04999999999999993,-0.11364037500326307,False,True,True,False
McFaline Seen Perturbation,u87mg+nintedanib_AURKC,u87mg+nintedanib,AURKC,U87MG,nintedanib,6,0.55,0.55,0.5166666666666666,0.1177526473411712,0.5,0.45,0.42385583671825955,0.28316644661752133,0.04999999999999999,-0.04999999999999999,-0.14068939010073822,True,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_BCR,u87mg+nintedanib,BCR,U87MG,nintedanib,7,0.4,0.4,0.4,-0.23584399131180753,0.6,0.6,0.4569909391933765,0.40372624697743226,0.0,0.0,-0.053264692215944265,False,False,True,False
McFaline Seen Perturbation,u87mg+nintedanib_BLK,u87mg+nintedanib,BLK,U87MG,nintedanib,6,0.75,0.75,0.5583333333333332,0.11406320739250397,0.4,0.25,0.8185688690406139,0.6326887130070014,0.15000000000000002,-0.15000000000000002,-0.18588015603361252,True,False,True,False
