,MSEPred_all,MSECtrl_all,NormMSE_all,Pearson_all,NormPearson_all,Spearman_all,NormSpearman_all,PredCosine_all,CtrlCosine_all,NormCosine_all,SameDirect_all,DiffDirect_all,MSEPred_degs,MSECtrl_degs,NormMSE_degs,Pearson_degs,NormPearson_degs,Spearman_degs,NormSpearman_degs,PredCosine_degs,CtrlCosine_degs,NormCosine_degs,SameDirect_degs,DiffDirect_degs,cov_pert,covariate,perturbation,cov_seen,pert_seen,split
a549+IFNG_JAK1,0.03134769,0.0150614865,2.0813143,0.99160254,0.52258134,0.8295600691214424,0.2631754729380543,0.9935750499285178,0.9965044605691058,0.9970603135695799,2042,1300,0.06510201841592789,0.2368527501821518,0.2748628258705139,0.7965421080589294,0.8772552013397217,0.7714285714285715,0.6,0.928993072302667,0.7460828263661186,1.2451607776946612,6.0,0.0,a549+IFNG_JAK1,a549+IFNG,JAK1,False,True,0
a549+IFNG_JAK2,0.03327646,0.019794933,1.6810595,0.9918703,0.5453167,0.8350105490791349,0.24596798892422544,0.9937723564299301,0.9954134154962282,0.998351379395987,2043,1379,0.3532005548477173,0.45483794808387756,0.776541531085968,0.8504214286804199,0.7873958349227905,0.8295652173913043,0.877391304347826,0.9141707291530741,0.9227100482784899,0.9907453927251061,22.0,2.0,a549+IFNG_JAK2,a549+IFNG,JAK2,False,True,0
a549+IFNG_JUN,0.04391219,0.011976546,3.6665156,0.98711896,0.21981525,0.8095381643099865,0.2770809733190146,0.9900582387505532,0.9974657386031609,0.9925736799110704,2054,1153,0.541628360748291,0.65233314037323,0.830294132232666,,,,,,,,1.0,0.0,a549+IFNG_JUN,a549+IFNG,JUN,False,True,0
a549+IFNG_KIN,0.07699791,0.027670087,2.7827132,0.9820545,0.53349954,0.6710413529881126,0.5066993818267915,0.9850616589319664,0.9949557921501335,0.9900557056944354,2408,789,0.2516644597053528,0.38000422716140747,0.6622675061225891,0.32993510365486145,-0.11241910606622696,0.7282169782716545,-0.023076923076923078,0.6379134930301372,0.7881824676447485,0.8093474788095123,22.0,3.0,a549+IFNG_KIN,a549+IFNG,KIN,False,True,0
a549+IFNG_KLF4,0.044235736,0.032346074,1.3675767,0.98479784,0.39246935,0.7832913590937447,0.4351526482253001,0.9880704052590583,0.9946185576302188,0.993416418464218,2300,877,0.29033204913139343,0.4148215353488922,0.6998962759971619,0.880137026309967,-0.20445364713668823,0.8529411764705882,-0.22058823529411767,0.9490464131832739,0.9689698585589782,0.9794385292796064,12.0,4.0,a549+IFNG_KLF4,a549+IFNG,KLF4,False,True,0
a549+IFNG_MAFB,0.039221935,0.008063615,4.8640633,0.9886225,0.26540995,0.8192528896606561,0.29341537996155587,0.9912391926827858,0.9982988337345212,0.9929283288598805,2084,1149,,,,,,,,,,,,,a549+IFNG_MAFB,a549+IFNG,MAFB,False,True,0
a549+IFNG_MAFF,0.040396523,0.010317398,3.9153788,0.98743105,0.19994587,0.8203096883630759,0.2543825879672642,0.990299978998418,0.9978993499142642,0.9923846318604185,2061,1194,,,,,,,,,,,,,a549+IFNG_MAFF,a549+IFNG,MAFF,False,True,0
a549+IFNG_MCRS1,0.06962683,0.08407206,0.8281804,0.97678864,0.65048635,0.6777452529208849,0.6566981068125863,0.9809929740924275,0.9868247818504553,0.9940903310645561,2606,533,0.23528839647769928,0.7198819518089294,0.3268430233001709,0.6849602460861206,0.32535606622695923,0.45692307692307693,0.36,0.8302429857483833,0.8661457061429222,0.9585488675405214,22.0,3.0,a549+IFNG_MCRS1,a549+IFNG,MCRS1,False,True,0
a549+IFNG_MYC,0.04045305,0.0064537902,6.2681074,0.9885574,0.21746299,0.8112139514301079,0.2367843151630994,0.9912088203743794,0.9985925344714849,0.9926058789323782,2002,1271,,,,,,,,,,,,,a549+IFNG_MYC,a549+IFNG,MYC,False,True,0
a549+IFNG_NFKB1,0.049527153,0.010433231,4.7470584,0.98743623,0.35340023,0.7591799836830735,0.3481075161077913,0.99010475434136,0.9978144174203055,0.9922734499077718,2159,1076,0.00017037030193023384,0.17106270790100098,0.0009959522867575288,,,,,,,,1.0,0.0,a549+IFNG_NFKB1,a549+IFNG,NFKB1,False,True,0
